station_id,n_rows,failed_time_rows,all_state_null_rows,all_state_null_pct,missing_utilisation_rows,invalid_utilisation_rows,negative_state_rows,invalid_price_rows,invalid_duration_rows,invalid_volume_rows,full_occupancy_rows,duplicate_time_rows,utilisation_sd_raw,full_occupancy_pct,zero_variance_flag,data_quality_flag
1021,52128,0,2929,0.056188612645794965,2929,0,0,49199,0,0,2146,0,0.26425662073473466,0.041167894413750766,FALSE,pass
1022,52128,0,2928,0.056169429097605895,2928,0,0,49200,0,0,4381,0,0.25063133157001144,0.08404312461632904,FALSE,high_full_occupancy
1023,52128,0,13803,0.2647905156537753,13803,0,0,17378,0,0,311,0,0.20768789072731114,0.005966083486801719,FALSE,pass
1024,52128,0,26494,0.5082489257213014,26494,0,0,11564,0,0,179,0,0.1895140058644427,0.003433855125844076,FALSE,high_missing
1025,52128,0,24697,0.47377608962553713,24697,0,0,12372,0,0,413,0,0.2783243831891563,0.00792280540208717,FALSE,high_missing
1026,52128,0,41096,0.7883670963781461,41096,0,0,5179,0,0,3,0,0.1913824669261473,5.7550644567219155e-5,FALSE,high_missing
1027,52128,0,2928,0.056169429097605895,2928,0,0,49200,0,0,73,0,0.12476597696216916,0.0014003990178023326,FALSE,pass
1028,52128,0,2930,0.05620779619398404,2930,0,0,49198,0,0,1488,0,0.2700277707630779,0.0285451197053407,FALSE,pass
1029,52128,0,1236,0.02371086556169429,1236,0,0,17322,0,0,196,0,0.1560885707352164,0.003759975445058318,FALSE,pass
1030,52128,0,51953,0.9966428790669122,51953,0,0,116,0,0,0,0,0.17281495806898123,0,FALSE,high_missing
1031,52128,0,990,0.01899171270718232,990,0,0,0,0,0,126,0,0.08424438839867131,0.0024171270718232043,FALSE,pass
1032,52128,0,991,0.019010896255371394,991,0,0,0,0,0,127,0,0.14345528117740072,0.0024363106200122773,FALSE,pass
1033,52128,0,22073,0.42343845917740947,22073,0,0,0,0,0,157,0,0.08148476821331953,0.003011817065684469,FALSE,high_missing
1034,52128,0,52128,1,52128,0,0,0,0,0,0,0,NA,0,NA,high_missing
1035,52128,0,2929,0.056188612645794965,2929,0,0,49199,0,0,95,0,0.1217537440268692,0.0018224370779619397,FALSE,pass
1036,52128,0,52128,1,52128,0,0,0,0,0,0,0,NA,0,NA,high_missing
1037,52128,0,6,1.1510128913443831e-4,6,0,0,50298,0,0,355,0,0.14180641661068752,0.006810159607120933,FALSE,pass
1038,52128,0,132,0.0025322283609576428,132,0,0,0,0,0,153,0,0.10824100424381787,0.0029350828729281767,FALSE,pass
1039,52128,0,52128,1,52128,0,0,0,0,0,0,0,NA,0,NA,high_missing
1040,52128,0,10680,0.2048802946593002,10680,0,0,0,0,0,2849,0,0.17081829432513074,0.054653928790669125,FALSE,high_full_occupancy
1041,52128,0,990,0.01899171270718232,990,0,0,0,0,0,132,0,0.10611883486390626,0.0025322283609576428,FALSE,pass
1042,52128,0,2928,0.056169429097605895,2928,0,0,0,0,0,75,0,0.14800753122589372,0.0014387661141804788,FALSE,pass
1043,52128,0,2929,0.056188612645794965,2929,0,0,0,0,0,217,0,0.20761220490605173,0.004162829957028852,FALSE,pass
1044,52128,0,990,0.01899171270718232,990,0,0,51138,0,0,2043,0,0.28926586092720713,0.039191988950276244,FALSE,pass
1045,52128,0,14482,0.2778161448741559,14482,0,0,17380,0,0,706,0,0.09343590517792708,0.013543585021485574,FALSE,pass
1046,52128,0,21704,0.4163597298956415,21704,0,0,13882,0,0,211,0,0.18406676103818911,0.004047728667894414,FALSE,high_missing
1047,52128,0,7860,0.15078268876611417,7860,0,0,0,0,0,130,0,0.1174721272432153,0.0024938612645794968,FALSE,pass
1048,52128,0,51979,0.9971416513198281,51979,0,0,0,0,0,0,0,0.10360476356945468,0,FALSE,high_missing
1049,52128,0,990,0.01899171270718232,990,0,0,0,0,0,7286,0,0.24762313960415008,0.13977133210558626,FALSE,high_full_occupancy
1050,52128,0,13998,0.2685313075506446,13998,0,0,17378,0,0,1640,0,0.21561198945472443,0.031461019030079806,FALSE,pass
1051,52128,0,10807,0.20731660527931245,10807,0,0,0,0,0,161,0,0.08496548733425273,0.003088551258440761,FALSE,pass
1052,52128,0,11663,0.223737722529159,11663,0,0,0,0,0,127,0,0.1451092111513124,0.0024363106200122773,FALSE,pass
1053,52128,0,24739,0.4745817986494782,24739,0,0,0,0,0,327,0,0.13049457981323728,0.006273020257826887,FALSE,high_missing
1054,52128,0,126,0.0024171270718232043,126,0,0,0,0,0,216,0,0.11313620103262542,0.004143646408839779,FALSE,pass
1055,52128,0,52128,1,52128,0,0,0,0,0,0,0,NA,0,NA,high_missing
1056,52128,0,13601,0.2609154389195826,13601,0,0,0,0,0,1233,0,0.2594365109620084,0.02365331491712707,FALSE,pass
1057,52128,0,8159,0.15651856967464703,8159,0,0,17383,0,0,2499,0,0.2539039041265658,0.04793968692449355,FALSE,pass
1058,52128,0,992,0.019030079803560467,992,0,0,0,0,0,135,0,0.0684731194409991,0.0025897790055248618,FALSE,pass
1059,52128,0,5255,0.10080954573357888,5255,0,0,0,0,0,3554,0,0.2620971339446388,0.06817833026396562,FALSE,high_full_occupancy
1060,52128,0,990,0.01899171270718232,990,0,0,0,0,0,123,0,0.09574926605377856,0.0023595764272559853,FALSE,pass
1061,52128,0,1901,0.03646792510742787,1901,0,0,17379,0,0,294,0,0.14067205383928322,0.005639963167587477,FALSE,pass
1062,52128,0,13601,0.2609154389195826,13601,0,0,0,0,0,78,0,0.09371198521215017,0.001496316758747698,FALSE,pass
1063,52128,0,990,0.01899171270718232,990,0,0,51138,0,0,132,0,0.05074089302359004,0.0025322283609576428,FALSE,pass
1064,52128,0,13600,0.2608962553713935,13600,0,0,0,0,0,82,0,0.0795402367274072,0.0015730509515039903,FALSE,pass
1065,52128,0,990,0.01899171270718232,990,0,0,0,0,0,119,0,0.11082372108995024,0.002282842234499693,FALSE,pass
1066,52128,0,126,0.0024171270718232043,126,0,0,0,0,0,162,0,0.12668810586479776,0.003107734806629834,FALSE,pass
1067,52128,0,51966,0.9968922651933702,51966,0,0,0,0,0,0,0,0.14994823123228038,0,FALSE,high_missing
1068,52128,0,13600,0.2608962553713935,13600,0,0,0,0,0,33504,0,0.06157939727494217,0.6427255985267035,FALSE,high_full_occupancy
1069,52128,0,126,0.0024171270718232043,126,0,0,28520,0,0,178,0,0.09136771217138875,0.003414671577655003,FALSE,pass
1070,52128,0,51940,0.9963934929404543,51940,0,0,142,0,0,0,0,0.09550223104460993,0,FALSE,high_missing
1071,52128,0,13601,0.2609154389195826,13601,0,0,0,0,0,89,0,0.07704924753195636,0.0017073357888275015,FALSE,pass
1072,52128,0,10681,0.20489947820748924,10681,0,0,0,0,0,41434,0,0.017707703648539946,0.7948511356660528,FALSE,high_full_occupancy
1073,52128,0,990,0.01899171270718232,990,0,0,0,0,0,117,0,0.2307943773650087,0.002244475138121547,FALSE,pass
1074,52128,0,11663,0.223737722529159,11663,0,0,40465,0,0,119,0,0.06531149242255715,0.002282842234499693,FALSE,pass
1075,52128,0,7824,0.15009208103130756,7824,0,0,17760,0,0,923,0,0.18226362907309557,0.017706414978514426,FALSE,pass
1076,52128,0,14430,0.2768186003683241,14430,0,0,12533,0,0,109,0,0.11022488708503546,0.0020910067526089624,FALSE,pass
1077,52128,0,51970,0.9969689993861265,51970,0,0,76,0,0,0,0,0.0767997550143224,0,FALSE,high_missing
1078,52128,0,21537,0.4131560773480663,21537,0,0,13887,0,0,177,0,0.21037896700466854,0.00339548802946593,FALSE,high_missing
1079,52128,0,29563,0.5671232351135667,29563,0,0,0,0,0,96,0,0.10443388454347416,0.001841620626151013,FALSE,high_missing
1080,52128,0,13600,0.2608962553713935,13600,0,0,38528,0,0,1673,0,0.20831719888649058,0.03209407612031921,FALSE,pass
1081,52128,0,990,0.01899171270718232,990,0,0,51138,0,0,113,0,0.1654320826670357,0.002167740945365255,FALSE,pass
1082,52128,0,52128,1,52128,0,0,0,0,0,0,0,NA,0,NA,high_missing
1083,52128,0,7,1.3428483732351137e-4,7,0,0,0,0,0,345,0,0.1535764475183725,0.006618324125230202,FALSE,pass
1084,52128,0,990,0.01899171270718232,990,0,0,51138,0,0,3566,0,0.31447594509341054,0.0684085328422345,FALSE,high_full_occupancy
1085,52128,0,11663,0.223737722529159,11663,0,0,0,0,0,1372,0,0.27367841731030473,0.026319828115408225,FALSE,pass
1086,52128,0,30061,0.576676642111725,30061,0,0,0,0,0,64,0,0.13325123646353085,0.0012277470841006752,FALSE,high_missing
1087,52128,0,1820,0.034914057704112954,1820,0,0,17386,0,0,855,0,0.2428502913908069,0.01640193370165746,FALSE,pass
1088,52128,0,13602,0.26093462246777166,13602,0,0,0,0,0,79,0,0.21455837705838432,0.001515500306936771,FALSE,pass
1089,52128,0,13600,0.2608962553713935,13600,0,0,0,0,0,83,0,0.10038711817582159,0.0015922344996930633,FALSE,pass
1090,52128,0,126,0.0024171270718232043,126,0,0,32462,0,0,427,0,0.19601008668876133,0.008191375076734193,FALSE,pass
1091,52128,0,51966,0.9968922651933702,51966,0,0,149,0,0,0,0,0.15859953387736822,0,FALSE,high_missing
1092,52128,0,30213,0.5795925414364641,30213,0,0,7278,0,0,21889,0,0.034424533879209816,0.41990868631062,FALSE,high_missing
1093,52128,0,126,0.0024171270718232043,126,0,0,32464,0,0,174,0,0.18677167032029623,0.003337937384898711,FALSE,pass
1094,52128,0,51966,0.9968922651933702,51966,0,0,149,0,0,0,0,0.20633998964864814,0,FALSE,high_missing
1095,52128,0,13600,0.2608962553713935,13600,0,0,0,0,0,80,0,0.07364139944620804,0.001534683855125844,FALSE,pass
1096,52128,0,378,0.007251381215469613,378,0,0,26033,0,0,284,0,0.12636954034384082,0.0054481276856967464,FALSE,pass
1097,52128,0,13600,0.2608962553713935,13600,0,0,0,0,0,89,0,0.1150686088267467,0.0017073357888275015,FALSE,pass
1098,52128,0,127,0.0024363106200122773,127,0,0,0,0,0,177,0,0.1614807913221593,0.00339548802946593,FALSE,pass
1099,52128,0,51966,0.9968922651933702,51966,0,0,0,0,0,0,0,0.04454860674133751,0,FALSE,high_missing
1100,52128,0,5464,0.10481890730509515,5464,0,0,0,0,0,72,0,0.0768309210355578,0.0013812154696132596,FALSE,pass
1101,52128,0,52128,1,52128,0,0,0,0,0,0,0,NA,0,NA,high_missing
1102,52128,0,990,0.01899171270718232,990,0,0,0,0,0,122,0,0.08880656300720241,0.0023403928790669123,FALSE,pass
1103,52128,0,2928,0.056169429097605895,2928,0,0,0,0,0,8786,0,0.28382913416619565,0.16854665438919583,FALSE,high_full_occupancy
1104,52128,0,2928,0.056169429097605895,2928,0,0,0,0,0,715,0,0.23260043038509778,0.013716236955187231,FALSE,pass
1105,52128,0,13601,0.2609154389195826,13601,0,0,0,0,0,78,0,0.11219903730013321,0.001496316758747698,FALSE,pass
1106,52128,0,21693,0.4161487108655617,21693,0,0,13884,0,0,2659,0,0.24888367250727347,0.05100905463474524,FALSE,high_missing
1107,52128,0,10,1.918354818907305e-4,10,0,0,32544,0,0,4332,0,0.3181150637557821,0.08310313075506445,FALSE,high_full_occupancy
1108,52128,0,36130,0.6931015960712094,36130,0,0,0,0,0,270,0,0.2225699147716421,0.0051795580110497235,FALSE,high_missing
1109,52128,0,10,1.918354818907305e-4,10,0,0,32537,0,0,2937,0,0.24436435020445868,0.05634208103130755,FALSE,high_full_occupancy
1110,52128,0,374,0.007174647022713321,374,0,0,26045,0,0,200,0,0.13024355905416982,0.0038367096378146104,FALSE,pass
1111,52128,0,2928,0.056169429097605895,2928,0,0,0,0,0,75,0,0.09572169911710107,0.0014387661141804788,FALSE,pass
1112,52128,0,10,1.918354818907305e-4,10,0,0,32554,0,0,316,0,0.24631311240295536,0.006062001227747084,FALSE,pass
1113,52128,0,52128,1,52128,0,0,0,0,0,0,0,NA,0,NA,high_missing
1114,52128,0,614,0.011778698588090853,614,0,0,26060,0,0,15701,0,0.37637026839481846,0.301200890116636,FALSE,high_full_occupancy
1115,52128,0,2928,0.056169429097605895,2928,0,0,49200,0,0,77,0,0.16895508241423682,0.0014771332105586248,FALSE,pass
1116,52128,0,2930,0.05620779619398404,2930,0,0,49198,0,0,71,0,0.1729144289409834,0.0013620319214241866,FALSE,pass
1117,52128,0,10,1.918354818907305e-4,10,0,0,32552,0,0,191,0,0.22394596398416144,0.003664057704112953,FALSE,pass
1118,52128,0,10,1.918354818907305e-4,10,0,0,32565,0,0,1633,0,0.22531495800492354,0.03132673419275629,FALSE,pass
1119,52128,0,10,1.918354818907305e-4,10,0,0,32552,0,0,924,0,0.21968428951770275,0.0177255985267035,FALSE,pass
1120,52128,0,7,1.3428483732351137e-4,7,0,0,0,0,0,1070,0,0.22583872014887138,0.020526396562308164,FALSE,pass
1121,52128,0,370,0.007097912829957029,370,0,0,26061,0,0,283,0,0.13623594855860777,0.0054289441375076734,FALSE,pass
1122,52128,0,16136,0.30954573357888276,16136,0,0,0,0,0,69,0,0.14105739205750847,0.0013236648250460406,FALSE,high_missing
1123,52128,0,2928,0.056169429097605895,2928,0,0,0,0,0,579,0,0.24135191131122363,0.011107274401473296,FALSE,pass
1124,52128,0,2928,0.056169429097605895,2928,0,0,0,0,0,799,0,0.2440474880916581,0.015327655003069368,FALSE,pass
1125,52128,0,13600,0.2608962553713935,13600,0,0,0,0,0,2381,0,0.282457727880448,0.04567602823818293,FALSE,pass
1126,52128,0,10680,0.2048802946593002,10680,0,0,0,0,0,2836,0,0.21634316958682662,0.05440454266421117,FALSE,high_full_occupancy
1127,52128,0,991,0.019010896255371394,991,0,0,51137,0,0,126,0,0.16476478397252478,0.0024171270718232043,FALSE,pass
1128,52128,0,990,0.01899171270718232,990,0,0,0,0,0,3532,0,0.31694635306483687,0.06775629220380601,FALSE,high_full_occupancy
1129,52128,0,10685,0.20497621240024555,10685,0,0,0,0,0,3211,0,0.2273224110230493,0.061598373235113565,FALSE,high_full_occupancy
1130,52128,0,13600,0.2608962553713935,13600,0,0,38528,0,0,92,0,0.1343572255591542,0.0017648864333947207,FALSE,pass
1131,52128,0,25296,0.4852670349907919,25296,0,0,0,0,0,20202,0,0.3810159522036474,0.3875460405156538,FALSE,high_missing
1132,52128,0,35800,0.6867710251688153,35800,0,0,0,0,0,1489,0,0.38084490395632864,0.028564303253529773,FALSE,high_missing
1133,52128,0,31065,0.5959369244935543,31065,0,0,13126,0,0,7,0,0.07736620829663805,1.3428483732351137e-4,FALSE,high_missing
1134,52128,0,13600,0.2608962553713935,13600,0,0,38528,0,0,84,0,0.12322808174405243,0.0016114180478821363,FALSE,pass
1135,52128,0,33712,0.6467157765500307,33712,0,0,11562,0,0,273,0,0.15258486253751494,0.0052371086556169425,FALSE,high_missing
1136,52128,0,10680,0.2048802946593002,10680,0,0,0,0,0,32487,0,0.33526920597014676,0.6232159300184162,FALSE,high_full_occupancy
1137,52128,0,13601,0.2609154389195826,13601,0,0,38527,0,0,78,0,0.1403565081761258,0.001496316758747698,FALSE,pass
1138,52128,0,2928,0.056169429097605895,2928,0,0,5,0,0,75,0,0.11215654696088273,0.0014387661141804788,FALSE,pass
1139,52128,0,990,0.01899171270718232,990,0,0,0,0,0,120,0,0.12953503271615097,0.0023020257826887663,FALSE,pass
1140,52128,0,13600,0.2608962553713935,13600,0,0,38528,0,0,85,0,0.1505893583155918,0.0016306015960712093,FALSE,pass
1141,52128,0,13606,0.26101135666052794,13606,0,0,38522,0,0,90,0,0.10060185189319626,0.0017265193370165745,FALSE,pass
1142,52128,0,13600,0.2608962553713935,13600,0,0,0,0,0,79,0,0.12363373432231692,0.001515500306936771,FALSE,pass
1143,52128,0,13600,0.2608962553713935,13600,0,0,38528,0,0,89,0,0.1654521229209263,0.0017073357888275015,FALSE,pass
1144,52128,0,10679,0.2048611111111111,10679,0,0,0,0,0,2932,0,0.19632360166469923,0.05624616329036219,FALSE,high_full_occupancy
1145,52128,0,12946,0.24835021485573971,12946,0,0,13878,0,0,13436,0,0.42728065596633785,0.25775015346838553,FALSE,high_full_occupancy
1146,52128,0,10674,0.20476519337016574,10674,0,0,0,0,0,11603,0,0.3344813676666819,0.2225867096378146,FALSE,high_full_occupancy
1147,52128,0,13601,0.2609154389195826,13601,0,0,38527,0,0,88,0,0.15586242904901101,0.0016881522406384285,FALSE,pass
1148,52128,0,24408,0.468232044198895,24408,0,0,17319,0,0,240,0,0.10947724461176442,0.004604051565377533,FALSE,high_missing
1149,52128,0,7865,0.15087860650705956,7865,0,0,27603,0,0,256,0,0.11182406979422996,0.004910988336402701,FALSE,pass
1150,52128,0,51966,0.9968922651933702,51966,0,0,149,0,0,0,0,0.11811367010308119,0,FALSE,high_missing
1151,52128,0,31681,0.6077539901780233,31681,0,0,0,0,0,632,0,0.173782496678503,0.012124002455494168,FALSE,high_missing
1152,52128,0,13601,0.2609154389195826,13601,0,0,38527,0,0,87,0,0.1287343036686843,0.0016689686924493555,FALSE,pass
1153,52128,0,13600,0.2608962553713935,13600,0,0,38528,0,0,89,0,0.19719006919679735,0.0017073357888275015,FALSE,pass
1154,52128,0,2928,0.056169429097605895,2928,0,0,49200,0,0,81,0,0.14849298642868763,0.001553867403314917,FALSE,pass
1155,52128,0,129,0.0024746777163904238,129,0,0,32461,0,0,187,0,0.12163430830661702,0.0035873235113566605,FALSE,pass
1156,52128,0,51970,0.9969689993861265,51970,0,0,145,0,0,0,0,0.1552667337555184,0,FALSE,high_missing
1157,52128,0,26355,0.5055824125230203,26355,0,0,11540,0,0,197,0,0.20863729111515805,0.003779158993247391,FALSE,high_missing
1158,52128,0,44573,0.8550682934315531,44573,0,0,3592,0,0,2,0,0.1801312606595689,3.83670963781461e-5,FALSE,high_missing
1159,52128,0,46570,0.893377839165132,46570,0,0,2567,0,0,2,0,0.18423981206548784,3.83670963781461e-5,FALSE,high_missing
1160,52128,0,13602,0.26093462246777166,13602,0,0,0,0,0,76,0,0.17551373953205457,0.0014579496623695518,FALSE,pass
1161,52128,0,13600,0.2608962553713935,13600,0,0,38528,0,0,143,0,0.21629678196789004,0.0027432473910374462,FALSE,pass
1162,52128,0,18707,0.35886663597298957,18707,0,0,2391,0,0,205,0,0.20792588845413634,0.003932627378759976,FALSE,high_missing
1163,52128,0,10682,0.20491866175567833,10682,0,0,0,0,0,2584,0,0.16694501544782683,0.04957028852056476,FALSE,pass
1164,52128,0,13605,0.26099217311233885,13605,0,0,38523,0,0,86,0,0.09987561057338241,0.0016497851442602823,FALSE,pass
1165,52128,0,13602,0.26093462246777166,13602,0,0,38526,0,0,90,0,0.21433288127633715,0.0017265193370165745,FALSE,pass
1166,52128,0,13600,0.2608962553713935,13600,0,0,0,0,0,88,0,0.12626717232912532,0.0016881522406384285,FALSE,pass
1167,52128,0,31690,0.607926642111725,31690,0,0,0,0,0,58,0,0.10453095103657338,0.001112645794966237,FALSE,high_missing
1168,52128,0,13600,0.2608962553713935,13600,0,0,38528,0,0,254,0,0.18422934169912242,0.004872621240024555,FALSE,pass
1169,52128,0,13600,0.2608962553713935,13600,0,0,38528,0,0,146,0,0.17550125681108095,0.0028007980356046652,FALSE,pass
1170,52128,0,40591,0.7786794045426643,40591,0,0,11537,0,0,5,0,0.12046543282657984,9.591774094536525e-5,FALSE,high_missing
1171,52128,0,24507,0.4701312154696133,24507,0,0,27621,0,0,82,0,0.1498274794598837,0.0015730509515039903,FALSE,high_missing
1172,52128,0,10680,0.2048802946593002,10680,0,0,0,0,0,4164,0,0.2512838879693451,0.07988029465930019,FALSE,high_full_occupancy
1173,52128,0,2928,0.056169429097605895,2928,0,0,0,0,0,82,0,0.08579408434860976,0.0015730509515039903,FALSE,pass
1174,52128,0,2928,0.056169429097605895,2928,0,0,0,0,0,1294,0,0.2551903997179391,0.024823511356660527,FALSE,pass
1175,52128,0,2929,0.056188612645794965,2929,0,0,49199,0,0,79,0,0.15650752423667255,0.001515500306936771,FALSE,pass
1176,52128,0,10680,0.2048802946593002,10680,0,0,0,0,0,8034,0,0.24253583890820765,0.15412062615101288,FALSE,high_full_occupancy
1177,52128,0,13600,0.2608962553713935,13600,0,0,0,0,0,95,0,0.08210593747596859,0.0018224370779619397,FALSE,pass
1178,52128,0,13600,0.2608962553713935,13600,0,0,38528,0,0,79,0,0.07610431365970398,0.001515500306936771,FALSE,pass
1179,52128,0,373,0.007155463474524248,373,0,0,26071,0,0,208,0,0.18007744191867026,0.003990178023327195,FALSE,pass
1180,52128,0,13600,0.2608962553713935,13600,0,0,0,0,0,89,0,0.21756453991677507,0.0017073357888275015,FALSE,pass
1181,52128,0,6,1.1510128913443831e-4,6,0,0,0,0,0,41341,0,0.09705577490098631,0.793067065684469,FALSE,high_full_occupancy
1182,52128,0,11663,0.223737722529159,11663,0,0,0,0,0,119,0,0.0806218132411698,0.002282842234499693,FALSE,pass
1183,52128,0,13603,0.2609538060159607,13603,0,0,0,0,0,90,0,0.09960514920790117,0.0017265193370165745,FALSE,pass
1184,52128,0,990,0.01899171270718232,990,0,0,0,0,0,116,0,0.04783390776752121,0.002225291589932474,FALSE,pass
1185,52128,0,13601,0.2609154389195826,13601,0,0,0,0,0,73,0,0.1346110875826823,0.0014003990178023326,FALSE,pass
1186,52128,0,11664,0.22375690607734808,11664,0,0,0,0,0,133,0,0.1299278211340989,0.0025514119091467158,FALSE,pass
1187,52128,0,13600,0.2608962553713935,13600,0,0,38528,0,0,91,0,0.02754081055626288,0.0017457028852056477,FALSE,pass
1188,52128,0,33280,0.6384284837323512,33280,0,0,7232,0,0,2622,0,0.18212032970674463,0.05029926335174954,FALSE,high_missing
1189,52128,0,376,0.007213014119091467,376,0,0,26040,0,0,213,0,0.11473739210385926,0.00408609576427256,FALSE,pass
1190,52128,0,13600,0.2608962553713935,13600,0,0,0,0,0,89,0,0.14737621296488,0.0017073357888275015,FALSE,pass
1191,52128,0,990,0.01899171270718232,990,0,0,0,0,0,127,0,0.17067981602316368,0.0024363106200122773,FALSE,pass
1192,52128,0,991,0.019010896255371394,991,0,0,0,0,0,121,0,0.15870569492372064,0.0023212093308778393,FALSE,pass
1193,52128,0,13601,0.2609154389195826,13601,0,0,0,0,0,72,0,0.11571480041858498,0.0013812154696132596,FALSE,pass
1194,52128,0,990,0.01899171270718232,990,0,0,0,0,0,156,0,0.16144073205465012,0.002992633517495396,FALSE,pass
1195,52128,0,2929,0.056188612645794965,2929,0,0,49199,0,0,78,0,0.1344951270392983,0.001496316758747698,FALSE,pass
1196,52128,0,13602,0.26093462246777166,13602,0,0,0,0,0,76,0,0.10896200023564752,0.0014579496623695518,FALSE,pass
1197,52128,0,2928,0.056169429097605895,2928,0,0,0,0,0,79,0,0.16129316379243183,0.001515500306936771,FALSE,pass
1198,52128,0,2928,0.056169429097605895,2928,0,0,0,0,0,1558,0,0.24481686039851414,0.029887968078575813,FALSE,pass
1199,52128,0,990,0.01899171270718232,990,0,0,51138,0,0,2980,0,0.25491870013657175,0.05716697360343769,FALSE,high_full_occupancy
1200,52128,0,15959,0.30615024554941683,15959,0,0,13894,0,0,3130,0,0.15553972482087677,0.06004450583179865,FALSE,high_missing
1201,52128,0,13601,0.2609154389195826,13601,0,0,0,0,0,91,0,0.21532136471807586,0.0017457028852056477,FALSE,pass
1202,52128,0,6,1.1510128913443831e-4,6,0,0,0,0,0,443,0,0.15162621355258463,0.008498311847759362,FALSE,pass
1203,52128,0,2928,0.056169429097605895,2928,0,0,0,0,0,82,0,0.16601305448777626,0.0015730509515039903,FALSE,pass
1204,52128,0,31707,0.6082527624309392,31707,0,0,0,0,0,3950,0,0.3743389258602617,0.07577501534683855,FALSE,high_missing
1205,52128,0,10,1.918354818907305e-4,10,0,0,0,0,0,216,0,0.10438941935360375,0.004143646408839779,FALSE,pass
1206,52128,0,2928,0.056169429097605895,2928,0,0,0,0,0,83,0,0.05430924779594579,0.0015922344996930633,FALSE,pass
1207,52128,0,6,1.1510128913443831e-4,6,0,0,52122,0,0,217,0,0.1345281052073129,0.004162829957028852,FALSE,pass
1208,52128,0,990,0.01899171270718232,990,0,0,0,0,0,117,0,0.09405926981539604,0.002244475138121547,FALSE,pass
1209,52128,0,13601,0.2609154389195826,13601,0,0,0,0,0,194,0,0.18954467080945345,0.003721608348680172,FALSE,pass
1210,52128,0,127,0.0024363106200122773,127,0,0,1425,0,0,170,0,0.10463544669128577,0.0032612031921424186,FALSE,pass
1211,52128,0,51981,0.9971800184162063,51981,0,0,0,0,0,0,0,0.11056674234955019,0,FALSE,high_missing
1212,52128,0,990,0.01899171270718232,990,0,0,0,0,0,113,0,0.1252752835250978,0.002167740945365255,FALSE,pass
1213,52128,0,990,0.01899171270718232,990,0,0,0,0,0,121,0,0.1246355334082932,0.0023212093308778393,FALSE,pass
1214,52128,0,126,0.0024171270718232043,126,0,0,32466,0,0,165,0,0.10238341065989205,0.0031652854511970536,FALSE,pass
1215,52128,0,51979,0.9971416513198281,51979,0,0,123,0,0,0,0,0.13038489827510036,0,FALSE,high_missing
