station_id,longitude,latitude,slow_count,fast_count,charge_count,tazid,observed_fast_count,observed_slow_count,observed_total_type_count,total_rows,non_null_rows,fast_share,slow_share,station_type,dominant_type,mixed_flag,pile_count_type_mismatch
1065,113.833452,22.727181,4,0,4,589,0,4,4,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1066,113.833747,22.721038,10,0,10,589,0,10,10,52002,52002,0,1,slow_only,slow,FALSE,FALSE
1067,113.833747,22.721038,10,0,10,589,0,10,10,162,162,0,1,slow_only,slow,FALSE,FALSE
1068,113.83419,22.71301,12,0,12,582,0,12,12,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1069,113.834711,22.641907,82,0,82,1031,0,82,82,52002,52002,0,1,slow_only,slow,FALSE,FALSE
1070,113.834711,22.641907,82,0,82,1031,0,82,82,188,188,0,1,slow_only,slow,FALSE,FALSE
1071,113.834988,22.634927,18,0,18,1031,0,18,18,38527,38527,0,1,slow_only,slow,FALSE,FALSE
1072,113.835707,22.600407,14,0,14,520,0,14,14,41447,41447,0,1,slow_only,slow,FALSE,FALSE
1073,113.837596,22.633479,12,0,12,1031,0,12,12,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1074,113.837761,22.742158,12,0,12,580,0,12,12,40465,40465,0,1,slow_only,slow,FALSE,FALSE
1075,113.83804,22.625504,4,14,18,1031,14,4,18,44304,44304,0.7777777777777778,0.2222222222222222,mixed,fast_dominant_mixed,TRUE,FALSE
1076,113.838491,22.605773,98,0,98,520,0,98,98,37698,37698,0,1,slow_only,slow,FALSE,FALSE
1077,113.838491,22.605773,98,0,98,520,0,98,98,158,158,0,1,slow_only,slow,FALSE,FALSE
1078,113.839593,22.671026,0,50,50,1032,50,0,50,30591,30591,1,0,fast_only,fast,FALSE,FALSE
1079,113.840037,22.637503,15,0,15,1031,0,15,15,22565,22565,0,1,slow_only,slow,FALSE,FALSE
1080,113.840979,22.63656,12,0,12,1031,0,12,12,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1081,113.84111300000001,22.637101,6,0,6,1031,0,6,6,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1082,113.841307,22.606709,11,0,11,522,0,0,0,NA,NA,NA,NA,unknown,unknown,FALSE,NA
1083,113.841307,22.606709,11,0,11,522,0,11,11,52121,52121,0,1,slow_only,slow,FALSE,FALSE
1084,113.841443,22.636479,3,0,3,1031,0,3,3,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1085,113.841816,22.606214,6,0,6,522,0,6,6,40465,40465,0,1,slow_only,slow,FALSE,FALSE
1086,113.842376,22.637693,18,0,18,1031,0,18,18,22067,22067,0,1,slow_only,slow,FALSE,FALSE
1087,113.842774,22.7206,0,6,6,582,6,0,6,50308,50308,1,0,fast_only,fast,FALSE,FALSE
1088,113.84363,22.726903,8,0,8,582,0,8,8,38526,38526,0,1,slow_only,slow,FALSE,FALSE
1089,113.843983,22.595693,12,0,12,520,0,12,12,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1090,113.846998,22.602568,9,0,9,522,0,9,9,52002,52002,0,1,slow_only,slow,FALSE,FALSE
1091,113.846998,22.602568,9,0,9,522,0,9,9,162,162,0,1,slow_only,slow,FALSE,FALSE
1092,113.847282,22.609198,0,6,6,522,6,0,6,21915,21915,1,0,fast_only,fast,FALSE,FALSE
1093,113.847831,22.602124,0,6,6,519,6,0,6,52002,52002,1,0,fast_only,fast,FALSE,FALSE
1094,113.847831,22.602124,0,6,6,519,6,0,6,162,162,1,0,fast_only,fast,FALSE,FALSE
1095,113.848038,22.572502,12,0,12,527,0,12,12,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1096,113.848326,22.572635,42,0,42,527,0,42,42,51750,51750,0,1,slow_only,slow,FALSE,FALSE
1097,113.84901,22.781845,24,0,24,577,0,24,24,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1098,113.84918,22.57424,38,0,38,527,0,38,38,52001,52001,0,1,slow_only,slow,FALSE,FALSE
1099,113.84918,22.57424,38,0,38,527,0,38,38,162,162,0,1,slow_only,slow,FALSE,FALSE
1100,113.849604,22.572622,24,0,24,527,0,24,24,46664,46664,0,1,slow_only,slow,FALSE,FALSE
1101,113.850125,22.564051,1,0,1,503,0,0,0,NA,NA,NA,NA,unknown,unknown,FALSE,NA
1102,113.850167,22.593366,12,0,12,519,0,12,12,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1103,113.85186,22.605827,3,0,3,519,0,3,3,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1104,113.852514,22.603132,6,0,6,519,0,6,6,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1105,113.853058,22.766131,12,0,12,578,0,12,12,38527,38527,0,1,slow_only,slow,FALSE,FALSE
1106,113.853433,22.71356,0,50,50,601,50,0,50,30435,30435,1,0,fast_only,fast,FALSE,FALSE
1107,113.854665,22.611685,13,0,13,522,0,13,13,52118,52118,0,1,slow_only,slow,FALSE,FALSE
1108,113.854733,22.562281,2,2,4,503,2,2,4,15998,15998,0.5,0.5,mixed,fast_dominant_mixed,TRUE,FALSE
1109,113.855179,22.611119,13,0,13,522,0,13,13,52118,52118,0,1,slow_only,slow,FALSE,FALSE
1110,113.855278,22.566642,30,0,30,526,0,30,30,51754,51754,0,1,slow_only,slow,FALSE,FALSE
1111,113.855288,22.607174,16,0,16,519,0,16,16,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1112,113.855303,22.611936,13,0,13,513,0,13,13,52118,52118,0,1,slow_only,slow,FALSE,FALSE
1113,113.855363,22.601238,6,0,6,519,0,0,0,NA,NA,NA,NA,unknown,unknown,FALSE,NA
1114,113.855363,22.601238,6,0,6,519,0,6,6,51514,51514,0,1,slow_only,slow,FALSE,FALSE
1115,113.855391,22.57092,26,0,26,526,0,26,26,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1116,113.855772,22.609421,34,0,34,522,0,34,34,49198,49198,0,1,slow_only,slow,FALSE,FALSE
1117,113.855971,22.611978,13,0,13,513,0,13,13,52118,52118,0,1,slow_only,slow,FALSE,FALSE
1118,113.856007,22.612175,13,0,13,513,0,13,13,52118,52118,0,1,slow_only,slow,FALSE,FALSE
1119,113.856092,22.612233,12,0,12,513,0,12,12,52118,52118,0,1,slow_only,slow,FALSE,FALSE
1120,113.856308,22.730137,12,0,12,601,0,12,12,52121,52121,0,1,slow_only,slow,FALSE,FALSE
1121,113.856741,22.56679,75,0,75,526,0,75,75,51758,51758,0,1,slow_only,slow,FALSE,FALSE
1122,113.857057,22.61084,16,0,16,513,0,16,16,35992,35992,0,1,slow_only,slow,FALSE,FALSE
1123,113.85752,22.567721,3,0,3,526,0,3,3,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1124,113.857879,22.568642,6,0,6,526,0,6,6,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1125,113.857964,22.772703,9,0,9,570,0,9,9,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1126,113.858087,22.586088,35,6,41,519,6,35,41,41448,41448,0.14634146341463414,0.8536585365853658,mixed,slow_dominant_mixed,TRUE,FALSE
1127,113.858206,22.575802,30,0,30,527,0,30,30,51137,51137,0,1,slow_only,slow,FALSE,FALSE
1128,113.85828,22.773103,12,0,12,570,0,12,12,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1129,113.85835,22.585807,13,0,13,519,0,13,13,41443,41443,0,1,slow_only,slow,FALSE,FALSE
1130,113.858483,22.613352,6,0,6,513,0,6,6,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1131,113.858895,22.582831,36,0,36,527,0,36,36,26832,26832,0,1,slow_only,slow,FALSE,FALSE
1132,113.858895,22.582831,36,0,36,527,0,36,36,16328,16328,0,1,slow_only,slow,FALSE,FALSE
1133,113.859011,22.765804,0,12,12,573,12,0,12,21063,21063,1,0,fast_only,fast,FALSE,FALSE
1134,113.859057,22.615196,24,0,24,529,0,24,24,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1135,113.859428,22.612197,11,0,11,513,0,11,11,18416,18416,0,1,slow_only,slow,FALSE,FALSE
1136,113.859444,22.570953,18,0,18,526,0,18,18,41448,41448,0,1,slow_only,slow,FALSE,FALSE
1137,113.859834,22.576519,12,0,12,526,0,12,12,38527,38527,0,1,slow_only,slow,FALSE,FALSE
1138,113.860658,22.601418,26,0,26,519,0,26,26,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1139,113.860693,22.575073,6,0,6,526,0,6,6,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1140,113.861156,22.612196,12,0,12,513,0,12,12,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1141,113.861193,22.615941,12,0,12,529,0,12,12,38522,38522,0,1,slow_only,slow,FALSE,FALSE
1142,113.861715,22.584554,12,0,12,519,0,12,12,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1143,113.862252,22.615362,12,0,12,529,0,12,12,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1144,113.86248,22.572367,13,0,13,526,0,13,13,41449,41449,0,1,slow_only,slow,FALSE,FALSE
1145,113.862667,22.583094,0,45,45,519,45,0,45,39182,39182,1,0,fast_only,fast,FALSE,FALSE
1146,113.862667,22.583094,0,8,8,519,8,0,8,41454,41454,1,0,fast_only,fast,FALSE,FALSE
1147,113.863014,22.62068,12,0,12,513,0,12,12,38527,38527,0,1,slow_only,slow,FALSE,FALSE
1148,113.863634,22.585192,0,15,15,519,15,0,15,27720,27720,1,0,fast_only,fast,FALSE,FALSE
1149,113.863746,22.583958,23,0,23,519,0,23,23,44263,44263,0,1,slow_only,slow,FALSE,FALSE
1150,113.863746,22.583958,23,0,23,519,0,23,23,162,162,0,1,slow_only,slow,FALSE,FALSE
1151,113.863889,22.750932,12,0,12,583,0,12,12,20447,20447,0,1,slow_only,slow,FALSE,FALSE
1152,113.864019,22.615153,12,0,12,513,0,12,12,38527,38527,0,1,slow_only,slow,FALSE,FALSE
1153,113.864087,22.613655,12,0,12,513,0,12,12,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1154,113.864171,22.575448,14,0,14,526,0,14,14,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1155,113.864174,22.625239,64,7,71,516,7,64,71,51999,51999,0.09859154929577464,0.9014084507042254,mixed,slow_dominant_mixed,TRUE,FALSE
1156,113.864174,22.625239,64,7,71,516,7,64,71,158,158,0.09859154929577464,0.9014084507042254,mixed,slow_dominant_mixed,TRUE,FALSE
1157,113.86469,22.781156,0,20,20,627,20,0,20,25773,25773,1,0,fast_only,fast,FALSE,FALSE
1158,113.86469,22.781156,0,20,20,627,20,0,20,7555,7555,1,0,fast_only,fast,FALSE,FALSE
1159,113.86469,22.781156,0,20,20,627,20,0,20,5558,5558,1,0,fast_only,fast,FALSE,FALSE
1160,113.864792,22.572926,3,0,3,526,0,3,3,38526,38526,0,1,slow_only,slow,FALSE,FALSE
1161,113.864927,22.613987,6,0,6,513,0,6,6,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1162,113.865948,22.645428,0,36,36,1032,36,0,36,33421,33421,1,0,fast_only,fast,FALSE,FALSE
1163,113.866441,22.567589,41,0,41,526,0,41,41,41446,41446,0,1,slow_only,slow,FALSE,FALSE
1164,113.866689,22.618444,30,0,30,513,0,30,30,38523,38523,0,1,slow_only,slow,FALSE,FALSE
1165,113.866916,22.617125,18,0,18,513,0,18,18,38526,38526,0,1,slow_only,slow,FALSE,FALSE
1166,113.867031,22.565063,12,0,12,526,0,12,12,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1167,113.867368,22.558873,34,0,34,502,0,34,34,20438,20438,0,1,slow_only,slow,FALSE,FALSE
1168,113.867697,22.614744,6,0,6,513,0,6,6,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1169,113.867997,22.614925,6,0,6,513,0,6,6,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1170,113.868041,22.618818,36,0,36,513,0,36,36,11537,11537,0,1,slow_only,slow,FALSE,FALSE
1171,113.868041,22.618818,36,0,36,513,0,36,36,27621,27621,0,1,slow_only,slow,FALSE,FALSE
1172,113.868511,22.585276,6,0,6,519,0,6,6,41448,41448,0,1,slow_only,slow,FALSE,FALSE
1173,113.868922,22.578733,4,0,4,528,0,4,4,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1174,113.869585,22.575159,3,0,3,526,0,3,3,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1175,113.869808,22.554753,31,0,31,502,0,31,31,49199,49199,0,1,slow_only,slow,FALSE,FALSE
1176,113.87032,22.818918,20,0,20,568,0,20,20,41448,41448,0,1,slow_only,slow,FALSE,FALSE
1177,113.871624,22.774995,22,0,22,631,0,22,22,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1178,113.871956,22.565009,12,0,12,525,0,12,12,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1179,113.872893,22.563818,18,0,18,525,0,18,18,51755,51755,0,1,slow_only,slow,FALSE,FALSE
1180,113.872897,22.582368,10,0,10,528,0,10,10,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1181,113.87297,22.58233,7,0,7,528,0,7,7,52122,52122,0,1,slow_only,slow,FALSE,FALSE
1182,113.873174,22.554965,6,0,6,502,0,6,6,40465,40465,0,1,slow_only,slow,FALSE,FALSE
1183,113.874326,22.560145,18,0,18,525,0,18,18,38525,38525,0,1,slow_only,slow,FALSE,FALSE
1184,113.874488,22.555719,6,0,6,502,0,6,6,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1185,113.874745,22.561911,18,0,18,525,0,18,18,38527,38527,0,1,slow_only,slow,FALSE,FALSE
1186,113.875053,22.766308,12,0,12,638,0,12,12,40464,40464,0,1,slow_only,slow,FALSE,FALSE
1187,113.875174,22.572823,12,0,12,528,0,12,12,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1188,113.876044,22.667544,0,20,20,1032,20,0,20,18848,18848,1,0,fast_only,fast,FALSE,FALSE
1189,113.876102,22.55507,39,0,39,502,0,39,39,51752,51752,0,1,slow_only,slow,FALSE,FALSE
1190,113.876173,22.55723,18,0,18,502,0,18,18,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1191,113.876198,22.769367,6,0,6,631,0,6,6,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1192,113.876688,22.583731,12,0,12,512,0,12,12,51137,51137,0,1,slow_only,slow,FALSE,FALSE
1193,113.877582,22.560468,12,0,12,525,0,12,12,38527,38527,0,1,slow_only,slow,FALSE,FALSE
1194,113.877991,22.589083,3,0,3,512,0,3,3,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1195,113.878191,22.553755,36,0,36,501,0,36,36,49199,49199,0,1,slow_only,slow,FALSE,FALSE
1196,113.878549,22.559228,12,0,12,525,0,12,12,38526,38526,0,1,slow_only,slow,FALSE,FALSE
1197,113.879062,22.587126,12,0,12,512,0,12,12,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1198,113.880254,22.547034,6,0,6,501,0,6,6,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1199,113.881923,22.563732,6,0,6,525,0,6,6,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1200,113.88261,22.58015,0,40,40,512,40,0,40,36169,36169,1,0,fast_only,fast,FALSE,FALSE
1201,113.883162,22.766258,12,0,12,655,0,12,12,38527,38527,0,1,slow_only,slow,FALSE,FALSE
1202,113.883376,22.46557,6,0,6,311,0,6,6,52122,52122,0,1,slow_only,slow,FALSE,FALSE
1203,113.883397,22.583217,3,0,3,512,0,3,3,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1204,113.883612,22.513823,24,0,24,1015,0,24,24,20421,20421,0,1,slow_only,slow,FALSE,FALSE
1205,113.884043,22.478603,12,0,12,311,0,12,12,52118,52118,0,1,slow_only,slow,FALSE,FALSE
1206,113.885401,22.592395,2,0,2,512,0,2,2,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1207,113.8859,22.791784,20,0,20,632,0,20,20,52122,52122,0,1,slow_only,slow,FALSE,FALSE
1208,113.886103,22.509264,36,0,36,1015,0,36,36,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1209,113.886352,22.567454,2,0,2,1097,0,2,2,38527,38527,0,1,slow_only,slow,FALSE,FALSE
1210,113.886492,22.5875,32,0,32,512,0,32,32,52001,52001,0,1,slow_only,slow,FALSE,FALSE
1211,113.886492,22.5875,32,0,32,512,0,32,32,147,147,0,1,slow_only,slow,FALSE,FALSE
1212,113.886514,22.508678,24,0,24,1015,0,24,24,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1213,113.886698,22.510958,12,0,12,1015,0,12,12,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1214,113.887207,22.768778,0,6,6,631,6,0,6,52002,52002,1,0,fast_only,fast,FALSE,FALSE
1215,113.887207,22.768778,0,6,6,631,6,0,6,149,149,1,0,fast_only,fast,FALSE,FALSE
1216,113.887339,22.588945,12,0,12,512,0,12,12,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1217,113.88751,22.582992,2,0,2,512,0,2,2,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1218,113.887706,22.509936,24,0,24,1015,0,24,24,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1219,113.88807,22.765746,12,0,12,655,0,12,12,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1220,113.888291,22.489926,10,0,10,310,0,10,10,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1221,113.888291,22.50086,30,0,30,309,0,30,30,41449,41449,0,1,slow_only,slow,FALSE,FALSE
1222,113.888342,22.549722,2,0,2,501,0,2,2,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1223,113.888424,22.583437,4,0,4,512,0,4,4,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1224,113.888679,22.734406,9,0,9,637,0,9,9,52122,52122,0,1,slow_only,slow,FALSE,FALSE
1225,113.889006,22.582289,12,0,12,508,0,12,12,38528,38528,0,1,slow_only,slow,FALSE,FALSE
1226,113.889454,22.55822,1,0,1,501,0,1,1,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1227,113.889517,22.557863,2,0,2,501,0,2,2,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1228,113.889609,22.559026,2,0,2,1098,0,2,2,38527,38527,0,1,slow_only,slow,FALSE,FALSE
1229,113.889665,22.781237,0,6,6,630,6,0,6,51485,51485,1,0,fast_only,fast,FALSE,FALSE
1230,113.88969,22.586028,3,0,3,512,0,3,3,49199,49199,0,1,slow_only,slow,FALSE,FALSE
1231,113.89019,22.569999,3,0,3,508,0,3,3,51754,51754,0,1,slow_only,slow,FALSE,FALSE
1232,113.890581,22.591628,1,0,1,512,0,1,1,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1233,113.890616,22.561747,2,0,2,1098,0,2,2,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1234,113.890783,22.717825,12,0,12,643,0,12,12,38527,38527,0,1,slow_only,slow,FALSE,FALSE
1235,113.890871,22.581447,12,0,12,508,0,12,12,38527,38527,0,1,slow_only,slow,FALSE,FALSE
1236,113.890974,22.581663,12,0,12,508,0,12,12,38526,38526,0,1,slow_only,slow,FALSE,FALSE
1237,113.891257,22.747052,10,0,10,638,0,10,10,41447,41447,0,1,slow_only,slow,FALSE,FALSE
1238,113.891401,22.563311,6,0,6,1098,0,6,6,49200,49200,0,1,slow_only,slow,FALSE,FALSE
1239,113.891552,22.562918,6,0,6,1098,0,6,6,49199,49199,0,1,slow_only,slow,FALSE,FALSE
1240,113.891701,22.573339,6,0,6,508,0,6,6,51138,51138,0,1,slow_only,slow,FALSE,FALSE
1241,113.892007,22.498369,16,0,16,309,0,16,16,38526,38526,0,1,slow_only,slow,FALSE,FALSE
1242,113.892075,22.724006,0,10,10,637,10,0,10,51515,51515,1,0,fast_only,fast,FALSE,FALSE
1243,113.89208000000001,22.487667,12,0,12,311,0,12,12,52001,52001,0,1,slow_only,slow,FALSE,FALSE
1244,113.89208000000001,22.487667,12,0,12,311,0,12,12,162,162,0,1,slow_only,slow,FALSE,FALSE
1245,113.892121,22.576463,6,0,6,508,0,6,6,40465,40465,0,1,slow_only,slow,FALSE,FALSE
1246,113.892155,22.7236,6,0,6,637,0,6,6,40817,40817,0,1,slow_only,slow,FALSE,FALSE
1247,113.89237,22.48691,12,0,12,311,0,12,12,51137,51137,0,1,slow_only,slow,FALSE,FALSE
