station_id,total_rows,valid_rows,expected_rows,coverage_rate,invalid_rows,invalid_pct,min_time,max_time,duplicate_rows,duplicate_time_keys,quality_action
1049,52128,51138,52128,0.9810082872928176,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1050,52128,38130,52128,0.7314686924493554,17378,0.45575662208234985,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1051,52128,41321,52128,0.7926833947206875,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1052,52128,40465,52128,0.776262277470841,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1053,52128,27389,52128,0.5254182013505218,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,"Flag as low coverage; include in KDE/NCKDE, exclude or sensitivity-test in GWR/GWML"
1054,52128,52002,52128,0.9975828729281768,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1055,52128,0,52128,0,0,NA,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1056,52128,38527,52128,0.7390845610804174,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1057,52128,43969,52128,0.8434814303253529,17383,0.395346721553822,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1058,52128,51136,52128,0.9809699201964396,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1059,52128,46873,52128,0.8991904542664211,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1060,52128,51138,52128,0.9810082872928176,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1061,52128,50227,52128,0.9635320748925721,17379,0.346009118601549,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1062,52128,38527,52128,0.7390845610804174,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1063,52128,51138,52128,0.9810082872928176,51138,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1064,52128,38528,52128,0.7391037446286065,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1065,52128,51138,52128,0.9810082872928176,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1066,52128,52002,52128,0.9975828729281768,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1067,52128,162,52128,0.003107734806629834,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1068,52128,38528,52128,0.7391037446286065,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1069,52128,52002,52128,0.9975828729281768,28520,0.5484404445982847,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1070,52128,188,52128,0.0036065070595457335,142,0.7553191489361702,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1071,52128,38527,52128,0.7390845610804174,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1072,52128,41447,52128,0.7951005217925108,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1073,52128,51138,52128,0.9810082872928176,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1074,52128,40465,52128,0.776262277470841,40465,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1075,52128,44304,52128,0.8499079189686924,17760,0.4008667388949079,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1076,52128,37698,52128,0.7231813996316758,12533,0.3324579553291952,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1077,52128,158,52128,0.003031000613873542,76,0.4810126582278481,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1078,52128,30591,52128,0.5868439226519337,13887,0.4539570461900559,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,"Flag as low coverage; include in KDE/NCKDE, exclude or sensitivity-test in GWR/GWML"
1079,52128,22565,52128,0.4328767648864334,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1080,52128,38528,52128,0.7391037446286065,38528,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1081,52128,51138,52128,0.9810082872928176,51138,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1082,52128,0,52128,0,0,NA,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1083,52128,52121,52128,0.9998657151626765,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1084,52128,51138,52128,0.9810082872928176,51138,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1085,52128,40465,52128,0.776262277470841,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1086,52128,22067,52128,0.423323357888275,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1087,52128,50308,52128,0.9650859422958871,17386,0.3455911584638626,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1088,52128,38526,52128,0.7390653775322283,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1089,52128,38528,52128,0.7391037446286065,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1090,52128,52002,52128,0.9975828729281768,32462,0.6242452213376408,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1091,52128,162,52128,0.003107734806629834,149,0.9197530864197531,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1092,52128,21915,52128,0.4204074585635359,7278,0.3321013004791239,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1093,52128,52002,52128,0.9975828729281768,32464,0.6242836813968694,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1094,52128,162,52128,0.003107734806629834,149,0.9197530864197531,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1095,52128,38528,52128,0.7391037446286065,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1096,52128,51750,52128,0.9927486187845304,26033,0.5030531400966184,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1097,52128,38528,52128,0.7391037446286065,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1098,52128,52001,52128,0.9975636893799877,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1099,52128,162,52128,0.003107734806629834,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1100,52128,46664,52128,0.8951810926949049,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1101,52128,0,52128,0,0,NA,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1102,52128,51138,52128,0.9810082872928176,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1103,52128,49200,52128,0.9438305709023941,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1104,52128,49200,52128,0.9438305709023941,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1105,52128,38527,52128,0.7390845610804174,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1106,52128,30435,52128,0.5838512891344383,13884,0.4561853129620503,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,"Flag as low coverage; include in KDE/NCKDE, exclude or sensitivity-test in GWR/GWML"
1107,52128,52118,52128,0.9998081645181093,32544,0.6244291799378334,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1108,52128,15998,52128,0.30689840392879064,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1109,52128,52118,52128,0.9998081645181093,32537,0.6242948693349707,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1110,52128,51754,52128,0.9928253529772867,26045,0.5032461259033119,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1111,52128,49200,52128,0.9438305709023941,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1112,52128,52118,52128,0.9998081645181093,32554,0.6246210522276373,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1113,52128,0,52128,0,0,NA,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1114,52128,51514,52128,0.9882213014119091,26060,0.5058818961835617,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1115,52128,49200,52128,0.9438305709023941,49200,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1116,52128,49198,52128,0.9437922038060159,49198,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1117,52128,52118,52128,0.9998081645181093,32552,0.6245826777696765,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1118,52128,52118,52128,0.9998081645181093,32565,0.6248321117464216,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1119,52128,52118,52128,0.9998081645181093,32552,0.6245826777696765,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1120,52128,52121,52128,0.9998657151626765,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1121,52128,51758,52128,0.992902087170043,26061,0.5035163646199622,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1122,52128,35992,52128,0.6904542664211173,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,"Flag as low coverage; include in KDE/NCKDE, exclude or sensitivity-test in GWR/GWML"
1123,52128,49200,52128,0.9438305709023941,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1124,52128,49200,52128,0.9438305709023941,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1125,52128,38528,52128,0.7391037446286065,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1126,52128,41448,52128,0.7951197053406999,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1127,52128,51137,52128,0.9809891037446286,51137,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1128,52128,51138,52128,0.9810082872928176,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1129,52128,41443,52128,0.7950237875997545,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1130,52128,38528,52128,0.7391037446286065,38528,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1131,52128,26832,52128,0.5147329650092081,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,"Flag as low coverage; include in KDE/NCKDE, exclude or sensitivity-test in GWR/GWML"
1132,52128,16328,52128,0.3132289748311848,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1133,52128,21063,52128,0.40406307550644566,13126,0.6231780847932393,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1134,52128,38528,52128,0.7391037446286065,38528,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1135,52128,18416,52128,0.3532842234499693,11562,0.6278236316246742,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1136,52128,41448,52128,0.7951197053406999,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1137,52128,38527,52128,0.7390845610804174,38527,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1138,52128,49200,52128,0.9438305709023941,5,1.016260162601626e-4,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1139,52128,51138,52128,0.9810082872928176,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1140,52128,38528,52128,0.7391037446286065,38528,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1141,52128,38522,52128,0.7389886433394721,38522,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1142,52128,38528,52128,0.7391037446286065,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1143,52128,38528,52128,0.7391037446286065,38528,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1144,52128,41449,52128,0.7951388888888888,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1145,52128,39182,52128,0.7516497851442603,13878,0.35419325200347096,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1146,52128,41454,52128,0.7952348066298343,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1147,52128,38527,52128,0.7390845610804174,38527,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1148,52128,27720,52128,0.5317679558011049,17319,0.6247835497835498,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,"Flag as low coverage; include in KDE/NCKDE, exclude or sensitivity-test in GWR/GWML"
1149,52128,44263,52128,0.8491213934929405,27603,0.6236134017124912,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1150,52128,162,52128,0.003107734806629834,149,0.9197530864197531,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1151,52128,20447,52128,0.39224600982197666,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1152,52128,38527,52128,0.7390845610804174,38527,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1153,52128,38528,52128,0.7391037446286065,38528,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1154,52128,49200,52128,0.9438305709023941,49200,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1155,52128,51999,52128,0.9975253222836096,32461,0.6242620050385584,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1156,52128,158,52128,0.003031000613873542,145,0.9177215189873418,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1157,52128,25773,52128,0.4944175874769797,11540,0.44775540294106236,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1158,52128,7555,52128,0.1449317065684469,3592,0.47544672402382526,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1159,52128,5558,52128,0.10662216083486802,2567,0.46185678301547317,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1160,52128,38526,52128,0.7390653775322283,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1161,52128,38528,52128,0.7391037446286065,38528,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1162,52128,33421,52128,0.6411333640270105,2391,0.07154184494778731,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,"Flag as low coverage; include in KDE/NCKDE, exclude or sensitivity-test in GWR/GWML"
1163,52128,41446,52128,0.7950813382443217,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1164,52128,38523,52128,0.7390078268876611,38523,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1165,52128,38526,52128,0.7390653775322283,38526,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1166,52128,38528,52128,0.7391037446286065,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1167,52128,20438,52128,0.392073357888275,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1168,52128,38528,52128,0.7391037446286065,38528,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1169,52128,38528,52128,0.7391037446286065,38528,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1170,52128,11537,52128,0.2213205954573358,11537,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Review before GWR/GWML; station may be unsuitable for demand modelling
1171,52128,27621,52128,0.5298687845303868,27621,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,"Flag as low coverage; include in KDE/NCKDE, exclude or sensitivity-test in GWR/GWML"
1172,52128,41448,52128,0.7951197053406999,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1173,52128,49200,52128,0.9438305709023941,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1174,52128,49200,52128,0.9438305709023941,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1175,52128,49199,52128,0.943811387354205,49199,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1176,52128,41448,52128,0.7951197053406999,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1177,52128,38528,52128,0.7391037446286065,0,0,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Pass
1178,52128,38528,52128,0.7391037446286065,38528,1,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
1179,52128,51755,52128,0.9928445365254758,26071,0.5037387692010433,2022-09-01T00:00:00Z,2023-02-28T23:55:00Z,0,0,Flag as high invalid share; inspect before modelling
