station_id,valid_rows,full_occ_rows,full_occ_pct,mean_util_raw,max_recorded_piles,min_recorded_piles,charge_count,pile_count_mismatch_flag
1074,40465,119,0.0029408130483133572,0.020626879196014726,12,12,12,FALSE
1075,44304,923,0.020833333333333332,0.4404505738132686,18,18,18,FALSE
1076,37698,109,0.0028914000742744973,0.2373018760265735,98,98,98,FALSE
1077,158,0,0,0.17844226298114163,98,98,98,FALSE
1078,30591,177,0.005786015494753359,0.442516426399935,50,50,50,FALSE
1079,22565,96,0.0042543762463992905,0.13155181328014062,15,15,15,FALSE
1080,38528,1673,0.04342296511627907,0.15944248338867759,12,12,12,FALSE
1081,51138,113,0.002209707067151629,0.17774127524217045,6,6,6,FALSE
1083,52121,345,0.006619212985169125,0.23979167357080136,11,11,11,FALSE
1084,51138,3566,0.06973287965896202,0.281297665141428,3,3,3,FALSE
1085,40465,1372,0.03390584455702459,0.42579183656657515,6,6,6,FALSE
1086,22067,64,0.0029002583042552228,0.19924925605354757,18,18,18,FALSE
1087,50308,855,0.01699530889719329,0.2859750602952426,6,6,6,FALSE
1088,38526,79,0.0020505632559829727,0.17947295333021857,8,8,8,FALSE
1089,38528,83,0.0021542774086378736,0.09745726052049644,12,12,12,FALSE
1090,52002,427,0.008211222645282873,0.5079249088709601,9,9,9,FALSE
1091,162,0,0,0.37517146776406024,9,9,9,FALSE
1092,21915,21889,0.9988135979922428,0.9988135979922428,6,6,6,FALSE
1093,52002,174,0.0033460251528787356,0.2602592207991803,6,6,6,FALSE
1094,162,0,0,0.1862139917695473,6,6,6,FALSE
1095,38528,80,0.0020764119601328905,0.06182949197120908,12,12,12,FALSE
1096,51750,284,0.0054879227053140096,0.24948976305496734,42,42,42,FALSE
1097,38528,89,0.0023100083056478405,0.16222184731450975,24,24,24,FALSE
1098,52001,177,0.0034037806965250667,0.28464078119956043,38,38,38,FALSE
1099,162,0,0,0.08057179987004556,38,38,38,FALSE
1100,46664,72,0.0015429453111606378,0.17490463740786208,24,24,24,FALSE
1102,51138,122,0.002385701435331847,0.0843208572881391,12,12,12,FALSE
1103,49200,8786,0.17857723577235773,0.5723712737127459,3,3,3,FALSE
1104,49200,715,0.014532520325203252,0.46171747967482996,6,6,6,FALSE
1105,38527,78,0.00202455420873673,0.1750352566598446,12,12,12,FALSE
1106,30435,2659,0.08736651881057993,0.4120867422375572,50,50,50,FALSE
1107,52118,4332,0.0831190759430523,0.5642905005505221,13,13,13,FALSE
1108,15998,270,0.016877109638704837,0.22049631203900488,4,4,4,FALSE
1109,52118,2937,0.056352891515407344,0.6242240241817775,13,13,13,FALSE
1110,51754,200,0.0038644355991807396,0.31582421970601277,30,30,30,FALSE
1111,49200,75,0.001524390243902439,0.16066056910569107,16,16,16,FALSE
1112,52118,316,0.006063164357803446,0.4881895225922721,13,13,13,FALSE
1114,51514,15701,0.3047909306208021,0.4955869601791004,6,6,6,FALSE
1115,49200,77,0.001565040650406504,0.3000703564728236,26,26,26,FALSE
1116,49198,71,0.0014431480954510347,0.49597723962954177,34,34,34,FALSE
1117,52118,191,0.0036647607352546146,0.31278430307554206,13,13,13,FALSE
1118,52118,1633,0.03133274492497794,0.53344924387558,13,13,13,FALSE
1119,52118,924,0.017728999577880964,0.5669106642618771,12,12,12,FALSE
1120,52121,1070,0.020529153316321637,0.48144062214209543,12,12,12,FALSE
1121,51758,283,0.005467753777193864,0.37105581101797536,75,75,75,FALSE
1122,35992,69,0.0019170926872638364,0.22149366525894643,16,16,16,FALSE
1123,49200,579,0.01176829268292683,0.21050813008127,3,3,3,FALSE
1124,49200,799,0.016239837398373983,0.37427506775068725,6,6,6,FALSE
1125,38528,2381,0.06179921096345515,0.5499175203026706,9,9,9,FALSE
1126,41448,2836,0.06842308434665123,0.5404638665669063,41,41,41,FALSE
1127,51137,126,0.0024639693372704697,0.472507186577236,30,30,30,FALSE
1128,51138,3532,0.06906801204583675,0.58588036293949175,12,12,12,FALSE
1129,41443,3211,0.07747991216852061,0.39107838569746406,13,13,13,FALSE
1130,38528,92,0.002387873754152824,0.15989669850501198,6,6,6,FALSE
1131,26832,20202,0.752906976744186,0.7823980901742517,36,36,36,FALSE
1132,16328,1489,0.09119304262616365,0.5719197425009831,36,36,36,FALSE
1133,21063,7,3.3233632436025255e-4,0.0567939040022781,12,12,12,FALSE
1134,38528,84,0.002180232558139535,0.2969766576688886,24,24,24,FALSE
1135,18416,273,0.014824066029539531,0.24307420424921752,11,11,11,FALSE
1136,41448,32487,0.7838013896931094,0.8240968603227576,18,18,18,FALSE
1137,38527,78,0.00202455420873673,0.20655860392277794,12,12,12,FALSE
1138,49200,75,0.001524390243902439,0.30142354596620285,26,26,26,FALSE
1139,51138,120,0.0023465915757362433,0.29929145971050997,6,6,6,FALSE
1140,38528,85,0.002206187707641196,0.37398774916941613,12,12,12,FALSE
1141,38522,90,0.0023363272934946266,0.12531583683780761,12,12,12,FALSE
1142,38528,79,0.0020504568106312292,0.1945706153100841,12,12,12,FALSE
1143,38528,89,0.0023100083056478405,0.40265088593577236,12,12,12,FALSE
1144,41449,2932,0.07073753287172188,0.47582478560308783,13,13,13,FALSE
1145,39182,13436,0.3429125618906641,0.48674334586743306,45,45,45,FALSE
1146,41454,11603,0.27990061272736044,0.5106714671684277,8,8,8,FALSE
1147,38527,88,0.0022841124406260543,0.351599743902523,12,12,12,FALSE
1148,27720,240,0.008658008658008658,0.08047138047137913,15,15,15,FALSE
1149,44263,256,0.005783611594333868,0.2132981811288452,23,23,23,FALSE
1150,162,0,0,0.23054213633923745,23,23,23,FALSE
1151,20447,632,0.03090917983078202,0.06953750346423251,12,12,12,FALSE
1152,38527,87,0.002258156617437122,0.27555783390003025,12,12,12,FALSE
1153,38528,89,0.0023100083056478405,0.35966699543188474,12,12,12,FALSE
1154,49200,81,0.001646341463414634,0.35811701509867766,14,14,14,FALSE
1155,51999,187,0.003596223004288544,0.33409932856239993,71,71,71,FALSE
1156,158,0,0,0.3515778213585307,71,71,71,FALSE
1157,25773,197,0.007643658091801498,0.2796628254374733,20,20,20,FALSE
1158,7555,2,2.6472534745201854e-4,0.20730641958967105,20,20,20,FALSE
1159,5558,2,3.598416696653472e-4,0.27665527168046194,20,20,20,FALSE
1160,38526,76,0.001972693765249442,0.1199536243921948,3,3,3,FALSE
1161,38528,143,0.0037115863787375416,0.3578176910298906,6,6,6,FALSE
1162,33421,205,0.006133867927351067,0.2468532758844211,36,36,36,FALSE
1163,41446,2584,0.062346185397867106,0.5481160911111777,41,41,41,FALSE
1164,38523,86,0.0022324325727487476,0.20776592338775687,30,30,30,FALSE
1165,38526,90,0.002336084722005918,0.493368115039169,18,18,18,FALSE
1166,38528,88,0.0022840531561461796,0.28838334025470996,12,12,12,FALSE
1167,20438,58,0.0028378510617477247,0.12220747972343247,34,34,34,FALSE
1168,38528,254,0.006592607973421927,0.1959397494463099,6,6,6,FALSE
1169,38528,146,0.003789451827242525,0.236248096622342,6,6,6,FALSE
1170,11537,5,4.333882291756956e-4,0.3254625215490223,36,36,36,FALSE
1171,27621,82,0.0029687556569276997,0.3129633652333824,36,36,36,FALSE
1172,41448,4164,0.10046323103647944,0.3315117737887268,6,6,6,FALSE
1173,49200,82,0.0016666666666666668,0.2791920731707317,4,4,4,FALSE
1174,49200,1294,0.026300813008130083,0.30785230352308135,3,3,3,FALSE
1175,49199,79,0.0016057236935710076,0.3729324422408571,31,31,31,FALSE
1176,41448,8034,0.1938332368268674,0.6309894325421145,20,20,20,FALSE
1177,38528,95,0.0024657392026578074,0.09579927703107252,22,22,22,FALSE
1178,38528,79,0.0020504568106312292,0.05667306893687232,12,12,12,FALSE
1179,51755,208,0.004018935368563424,0.4122414366835029,18,18,18,FALSE
1180,38528,89,0.0023100083056478405,0.3041398463455694,10,10,10,FALSE
1181,52122,41341,0.7931583592341046,0.9532141623772719,7,7,7,FALSE
1182,40465,119,0.0029408130483133572,0.02457267597512096,6,6,6,FALSE
1183,38525,90,0.002336145360155743,0.14670848655278773,18,18,18,FALSE
1184,51138,116,0.002268371856545035,0.002421552139961155,6,6,6,FALSE
1185,38527,73,0.0018947750927920679,0.31098825354797976,18,18,18,FALSE
1186,40464,133,0.003286872281534203,0.23377158297088743,12,12,12,FALSE
1187,38528,91,0.0023619186046511626,0.500843542358804,12,12,12,FALSE
1188,18848,2622,0.13911290322580644,0.6981616086587498,20,20,20,FALSE
1189,51752,213,0.004115782964909569,0.2005625448390733,39,39,39,FALSE
1190,38528,89,0.0023100083056478405,0.17261616371361055,18,18,18,FALSE
1191,51138,127,0.0024834760843208572,0.16787907231416088,6,6,6,FALSE
1192,51137,121,0.002366192776267673,0.3042285103415101,12,12,12,FALSE
1193,38527,72,0.0018688192696031355,0.12633780638682943,12,12,12,FALSE
1194,51138,156,0.003050569048457116,0.08628938688777488,3,3,3,FALSE
1195,49199,78,0.001585398077196691,0.46842528416340556,36,36,36,FALSE
1196,38526,76,0.001972693765249442,0.26081520704632677,12,12,12,FALSE
1197,49200,79,0.0016056910569105692,0.3119376693766794,12,12,12,FALSE
1198,49200,1558,0.03166666666666667,0.46495934959346596,6,6,6,FALSE
1199,51138,2980,0.05827369079745004,0.5432880962624077,6,6,6,FALSE
1200,36169,3130,0.08653819569244381,0.7482367497027941,40,40,40,FALSE
1201,38527,91,0.002361979910192852,0.17890051132971407,12,12,12,FALSE
1202,52122,443,0.008499290127009708,0.1560217694383898,6,6,6,FALSE
1203,49200,82,0.0016666666666666668,0.09062330623306734,3,3,3,FALSE
1204,20421,3950,0.19342833357817932,0.24741687478578558,24,24,24,FALSE
1205,52118,216,0.004144441459764381,0.06581379433849138,12,12,12,FALSE
1206,49200,83,0.0016869918699186992,0.0042479674796747965,2,2,2,FALSE
1207,52122,217,0.00416330915928015,0.37737999309311404,20,20,20,FALSE
1208,51138,117,0.0022879267863428372,0.1542856801421682,36,36,36,FALSE
1209,38527,194,0.005035429698652893,0.07943779686972773,2,2,2,FALSE
1210,52001,170,0.003269167900617296,0.17455493644352993,32,32,32,FALSE
1211,147,0,0,0.17453231292517007,32,32,32,FALSE
1212,51138,113,0.002209707067151629,0.2498508936602829,24,24,24,FALSE
1213,51138,121,0.002366146505534045,0.17435012449975373,12,12,12,FALSE
1214,52002,165,0.003172954886350525,0.04537645987974939,6,6,6,FALSE
1215,149,0,0,0.14541387024608496,6,6,6,FALSE
1216,49200,76,0.0015447154471544715,0.16207655826558592,12,12,12,FALSE
1217,49200,2185,0.04441056910569106,0.1279979674796748,2,2,2,FALSE
1218,51138,123,0.0024052563651296493,0.15257896932483705,24,24,24,FALSE
1219,51138,115,0.002248816926747233,0.05543170766684071,12,12,12,FALSE
1220,51138,128,0.002503031014118659,0.21497907622518572,10,10,10,FALSE
1221,41449,3221,0.07770995681439842,0.44265080782003724,30,30,30,FALSE
1222,49200,23697,0.4816463414634146,0.6784857723577236,2,2,2,FALSE
1223,49200,22817,0.463760162601626,0.7905233739837398,4,4,4,FALSE
1224,52122,229,0.004393538237212694,0.07663857019220005,9,9,9,FALSE
1225,38528,77,0.001998546511627907,0.11246798864895244,12,12,12,FALSE
1226,49200,13514,0.27467479674796746,0.27467479674796746,1,1,1,FALSE
1227,49200,2809,0.05709349593495935,0.22128048780487805,2,2,2,FALSE
1228,38527,13577,0.3524022114361357,0.5547018973706751,2,2,2,FALSE
1229,51485,360,0.006992327862484219,0.21070862063385337,6,6,6,FALSE
1230,49199,2772,0.05634260858960548,0.4047304484509231,3,3,3,FALSE
1231,51754,5542,0.1070835104532983,0.37086988445333985,3,3,3,FALSE
1232,49200,11562,0.235,0.235,1,1,1,FALSE
1233,49200,4051,0.08233739837398374,0.2859349593495935,2,2,2,FALSE
1234,38527,92,0.002387935733381784,0.14112613664875032,12,12,12,FALSE
1235,38527,78,0.00202455420873673,0.03589906645555682,12,12,12,FALSE
1236,38526,78,0.002024606759071796,0.05356339441761805,12,12,12,FALSE
1237,41447,4193,0.10116534369194392,0.24259174367275102,10,10,10,FALSE
1238,49200,77,0.001565040650406504,0.08479674796746514,6,6,6,FALSE
1239,49199,81,0.0016463749263196407,0.21933711389800753,6,6,6,FALSE
1240,51138,127,0.0024834760843208572,0.1429074269623611,6,6,6,FALSE
1241,38526,78,0.002024606759071796,0.029530382079634532,16,16,16,FALSE
1242,51515,317,0.006153547510433855,0.20749296321464364,10,10,10,FALSE
1243,52001,258,0.004961443049172131,0.16446318340034066,12,12,12,FALSE
1244,162,2,0.012345679012345678,0.15020576131687252,12,12,12,FALSE
1245,40465,113,0.002792536760163104,0.1120721611269009,6,6,6,FALSE
1246,40817,401,0.009824337898424676,0.2858041175653696,6,6,6,FALSE
1247,51137,138,0.002698633083677181,0.49209802426165644,12,12,12,FALSE
1248,5221,1,1.915341888527102e-4,0.4516659927500753,27,27,27,FALSE
1249,40461,116,0.002866958305528781,0.10254813276976948,10,10,10,FALSE
1250,38528,78,0.002024501661129568,0.07170110049834479,12,12,12,FALSE
1251,32824,3523,0.10733000243724104,0.5635662929563784,24,24,24,FALSE
1252,52122,240,0.004604581558650857,0.1668172748551557,20,20,20,FALSE
1253,41448,5344,0.1289326384867786,0.26307662613400146,22,22,22,FALSE
1254,51138,134,0.0026203605929054716,0.2466448253142308,13,13,13,FALSE
1255,46666,73,0.0015643080615437364,0.013196617094529961,6,6,6,FALSE
1256,38528,23425,0.6079993770764119,0.6301001868770764,6,6,6,FALSE
1257,38528,82,0.0021283222591362127,0.21713429194351536,12,12,12,FALSE
1258,52122,213,0.004086566133302636,0.17196193545920704,9,9,9,FALSE
1259,51138,131,0.0025616958035120656,0.21344205874300912,8,8,8,FALSE
1260,49200,28702,0.5833739837398374,0.6310467479674797,2,2,2,FALSE
1261,41455,25147,0.6066095766493789,0.9341534997789629,12,12,12,FALSE
1262,38528,96,0.0024916943521594683,0.23288690476192211,12,12,12,FALSE
1263,44623,1097,0.02458373484525917,0.4557584136500824,26,26,26,FALSE
1264,49199,3339,0.06786723307384296,0.5174326036437104,6,6,6,FALSE
1265,41441,41428,0.9996863010062499,0.9996863010062499,45,45,45,FALSE
1266,47717,174,0.003646499151245887,0.19649574575099021,16,16,16,FALSE
1267,203,51,0.2512315270935961,0.3917898193760256,15,15,15,FALSE
1268,49200,3889,0.07904471544715447,0.4851321138211382,4,4,4,FALSE
1269,17771,65,0.0036576444769568397,0.49639351138985494,66,66,66,FALSE
1270,38527,77,0.0019985983855477975,0.3845614763672373,20,20,20,FALSE
1271,51138,127,0.0024834760843208572,0.370378844173303,30,30,30,FALSE
1272,38528,93,0.0024138289036544852,0.17207831533776197,6,6,6,FALSE
1273,52121,1034,0.019838452830912685,0.3088505592755573,15,15,15,FALSE
1274,38308,627,0.01636733841495249,0.47051121828338727,32,32,32,FALSE
1275,49200,77,0.001565040650406504,0.051233062330622775,6,6,6,FALSE
1276,49200,78,0.0015853658536585367,0.43387364498642256,24,24,24,FALSE
1277,38275,4328,0.11307642064010451,0.5643043762246898,4,4,4,FALSE
1278,38528,77,0.001998546511627907,0.045174937707641194,8,8,8,FALSE
1279,49199,81,0.0016463749263196407,0.2297515285787499,11,11,11,FALSE
1280,51136,122,0.0023857947434292866,0.20366893055754182,97,97,97,FALSE
1281,38528,95,0.0024657392026578074,0.038820251937987514,6,6,6,FALSE
1282,38528,81,0.0021023671096345514,0.06189221691583813,12,12,12,FALSE
1283,46666,86,0.0018428834697638537,0.19813140187716968,4,4,4,FALSE
1284,51138,112,0.002190152137353827,0.23342882657384587,12,12,12,FALSE
1285,38528,89,0.0023100083056478405,0.09920707018272425,4,4,4,FALSE
1286,38527,75,0.0019466867391699327,0.06130765437226006,6,6,6,FALSE
1287,51138,116,0.002268371856545035,0.18964696833403302,12,12,12,FALSE
1288,49200,1265,0.025711382113821138,0.38971544715436285,3,3,3,FALSE
1289,38528,150,0.0038932724252491694,0.05922099944629292,6,6,6,FALSE
1290,38527,3395,0.08812001972642562,0.43720853773549023,3,3,3,FALSE
1291,51138,114,0.0022292619969494307,0.3110244175890238,12,12,12,FALSE
1292,49200,242,0.00491869918699187,0.22075880758808908,3,3,3,FALSE
1293,41148,1673,0.04065811218042189,0.2568290074852123,3,3,3,FALSE
1294,49199,77,0.0015650724608223744,0.28711739850196344,9,9,9,FALSE
1295,51760,219,0.0042310664605873264,0.24233722952086553,8,8,8,FALSE
1296,52002,164,0.0031537248567362793,0.16669871671599928,12,12,12,FALSE
1297,162,0,0,0.1522633744855968,12,12,12,FALSE
1298,49200,83,0.0016869918699186992,0.012865853658536616,3,3,3,FALSE
1299,51138,132,0.0025812507333098675,0.2209008676800953,7,7,7,FALSE
1300,39699,9991,0.25166880777853345,0.8771141730413067,9,9,9,FALSE
1301,41448,3952,0.09534838834201892,0.5973484848484767,10,10,10,FALSE
1302,52122,223,0.004278423698246422,0.10645749928590774,9,9,9,FALSE
1303,41448,24553,0.5923808145145725,0.9763784340218028,30,30,30,FALSE
1304,49200,82,0.0016666666666666668,0.31984247967479673,16,16,16,FALSE
1305,49200,77,0.001565040650406504,0.041063008130073665,10,10,10,FALSE
1306,49200,77,0.001565040650406504,0.05886856368562692,15,15,15,FALSE
1307,51748,203,0.003922856922006648,0.37920124932364535,64,64,64,FALSE
1308,40461,115,0.0028422431477224982,0.14993656442829587,24,24,24,FALSE
1309,38528,89,0.0023100083056478405,0.14533153377629265,12,12,12,FALSE
1310,49199,76,0.001544746844448058,0.16790991686834383,6,6,6,FALSE
1311,49201,93,0.0018902054836283815,0.03941880133420448,9,9,9,FALSE
1312,52002,192,0.003692165685935156,0.18600630744975,10,10,10,FALSE
1313,162,0,0,0.12283950617283952,10,10,10,FALSE
1314,40465,112,0.002767824045471395,0.16086988755718493,10,10,10,FALSE
1315,38527,5450,0.14145923637968177,0.14145923637968177,1,1,1,FALSE
1316,40465,119,0.0029408130483133572,0.1944087483010001,12,12,12,FALSE
1317,49199,201,0.0040854488912376264,0.25293705156608876,4,4,4,FALSE
1318,51450,132,0.0025655976676384838,0.10829608033690356,6,6,6,FALSE
1319,49188,79,0.001606082784418964,0.16177556856685396,24,24,24,FALSE
1320,49200,79,0.0016056910569105692,0.3271963922764228,16,16,16,FALSE
1321,52122,264,0.005065039714515943,0.3703703703704937,9,9,9,FALSE
1322,49200,464,0.00943089430894309,0.14223577235772358,2,2,2,FALSE
1323,51138,130,0.0025421408737142633,0.30243980340795595,6,6,6,FALSE
1324,49199,73,0.0014837699953251082,0.24156995060875094,15,15,15,FALSE
1325,49200,83,0.0016869918699186992,0.0208841463414662,12,12,12,FALSE
1326,38528,203,0.005268895348837209,0.3349814853266783,6,6,6,FALSE
1327,52122,222,0.0042592379417520435,0.1314448153690404,12,12,12,FALSE
1328,49200,80,0.0016260162601626016,0.0016260162601626016,2,2,2,FALSE
1329,49201,94,0.0019105302737749232,0.2288910117003365,6,6,6,FALSE
1330,39304,194,0.004935884388357419,0.7032103890717846,53,53,53,FALSE
1331,49200,716,0.014552845528455285,0.37168699186991727,6,6,6,FALSE
1332,49200,126,0.0025609756097560977,0.02592479674796748,2,2,2,FALSE
1333,51138,131,0.0025616958035120656,0.329278944555247,24,24,24,FALSE
1334,52121,52121,1,1,4,4,4,FALSE
1335,49200,49187,0.9997357723577236,0.9997357723577236,3,3,3,FALSE
1336,49200,107,0.0021747967479674797,0.1524237804878049,4,4,4,FALSE
1338,52122,351,0.006734200529526879,0.0816617742987606,8,8,8,FALSE
1339,52122,214,0.004105751889797015,0.12655964212170287,24,24,24,FALSE
1340,31347,976,0.031135355855424762,0.13118091699772905,39,39,39,FALSE
1341,26368,26355,0.9995069781553398,0.9995069781553398,46,46,46,FALSE
1342,30742,305,0.009921280333094789,0.41213793651826314,36,36,36,FALSE
1343,149,0,0,0.33743475018642693,36,36,36,FALSE
1344,38528,78,0.002024501661129568,0.05918206672203509,12,12,12,FALSE
1345,38528,810,0.021023671096345516,0.2836075927463761,6,6,6,FALSE
1346,52118,2527,0.04848612763344718,0.10534108497383857,6,6,6,FALSE
1347,46666,134,0.002871469592422749,0.0769189559850855,4,4,4,FALSE
1348,28922,458,0.01583569600995782,0.13985508916703285,9,9,9,FALSE
1349,45303,166,0.0036642164978036773,0.2864349315084513,47,47,47,FALSE
1350,158,0,0,0.17146144994246287,44,44,44,FALSE
1351,49200,19529,0.39693089430894307,0.39693089430894307,1,1,1,FALSE
1352,38527,6871,0.17834246113115476,0.17834246113115476,1,1,1,FALSE
1353,51138,119,0.002327036645938441,0.06496962467572541,12,12,12,FALSE
1354,52118,327,0.006274223876587743,0.09970643539660003,2,2,2,FALSE
1355,38527,81,0.002102421678303527,0.00974641160744413,2,2,2,FALSE
1356,38527,236,0.006125574272588055,0.2688936762963065,3,3,3,FALSE
1357,52000,185,0.0035576923076923077,0.04024587912089086,14,14,14,FALSE
1358,162,0,0,0.03659611992945326,14,14,14,FALSE
1359,38527,81,0.002102421678303527,0.007702390531315701,4,4,4,FALSE
1360,38528,96,0.0024916943521594683,0.15253697166855448,18,18,18,FALSE
1361,38527,91,0.002361979910192852,0.01653645495367004,10,10,10,FALSE
1362,41448,2299,0.055467091295116774,0.3972821366531845,20,20,20,FALSE
1363,49200,2626,0.0533739837398374,0.35720867208677953,3,3,3,FALSE
1364,38527,1820,0.047239598203857036,0.04799880603213331,4,4,4,FALSE
1365,49200,2964,0.06024390243902439,0.32220528455284553,2,2,2,FALSE
1366,40465,117,0.0028913876189299395,0.18265373367931456,12,12,12,FALSE
1367,36541,86,0.0023535207027722284,0.1850410041687918,12,12,12,FALSE
1368,162,0,0,0.15689300411522655,12,12,12,FALSE
1369,51757,224,0.004327916996734741,0.3161842842514357,12,12,12,FALSE
1370,49200,77,0.001565040650406504,0.33191377834837454,19,19,19,FALSE
1371,51754,186,0.0035939251072380878,0.42625046695262087,18,18,18,FALSE
1372,52122,242,0.004642953071639614,0.13133249875292582,32,32,32,FALSE
1373,51757,217,0.00419266959058678,0.20211275769459333,12,12,12,FALSE
1374,38527,73,0.0018947750927920679,0.11423590382500623,6,6,6,FALSE
1375,38528,80,0.0020764119601328905,0.26209942552603793,12,12,12,FALSE
1376,28929,503,0.017387396729924988,0.06833972830031693,12,12,12,FALSE
1377,38525,81,0.002102530824140169,0.07213281418992615,12,12,12,FALSE
1378,32797,89,0.002713662835015398,0.1538812347819347,70,70,70,FALSE
1379,162,0,0,0.15798890678117744,69,69,69,FALSE
1380,34481,73,0.002117107972506598,0.26259141655241336,41,41,41,FALSE
1381,149,0,0,0.28940906858733007,41,41,41,FALSE
1382,49200,3310,0.06727642276422764,0.06727642276422764,1,1,1,FALSE
